clean_name,target_account_name
LOAN DISBURSEMENT,Secured Loans (Bank/Term Loans)
TERM LOAN CREDIT,Secured Loans (Bank/Term Loans)
AXIS TERM LOAN,Secured Loans (Bank/Term Loans)
ICICI TERM LOAN,Secured Loans (Bank/Term Loans)
KOTAK TERM LOAN,Secured Loans (Bank/Term Loans)
BANK FINANCE,Secured Loans (Bank/Term Loans)
PROJECT FINANCE,Secured Loans (Bank/Term Loans)
ASSET BACKED LOAN,Secured Loans (Bank/Term Loans)
COLLATERAL LOAN,Secured Loans (Bank/Term Loans)
SECURED TERM,Secured Loans (Bank/Term Loans)
DIRECTOR LOAN,Unsecured Loans (From Directors/Members)
UNSECURED LOAN,Unsecured Loans (From Directors/Members)
MEMBER LOAN,Unsecured Loans (From Directors/Members)
PROMOTER ADVANCE,Unsecured Loans (From Directors/Members)
SHAREHOLDER ADVANCE,Unsecured Loans (From Directors/Members)
DIRECTOR ADVANCE,Unsecured Loans (From Directors/Members)
LOAN FROM DIRECTOR,Unsecured Loans (From Directors/Members)
DIRECTOR FUND,Unsecured Loans (From Directors/Members)
MEMBER ADVANCE,Unsecured Loans (From Directors/Members)
SHAREHOLDER LOAN,Unsecured Loans (From Directors/Members)
DIRECTOR CREDIT,Unsecured Loans (From Directors/Members)
INTERNAL LOAN,Unsecured Loans (From Directors/Members)
DIRECTOR UNSECURED,Unsecured Loans (From Directors/Members)
COMPANY DIRECTOR LOAN,Unsecured Loans (From Directors/Members)
PROMOTER FUNDING,Unsecured Loans (From Directors/Members)
DIRECTOR DEPOSIT,Unsecured Loans (From Directors/Members)
RELATED PARTY LOAN,Unsecured Loans (From Directors/Members)
DIRECTOR RECEIVABLE,Unsecured Loans (From Directors/Members)
OWNER FUNDING,Unsecured Loans (From Directors/Members)
DIRECTOR CONTRIBUTION,Unsecured Loans (From Directors/Members)
DIRECTOR SALARY,Directors' Remuneration
MD SALARY,Directors' Remuneration
CEO PAY,Directors' Remuneration
DIRECTOR FEES,Directors' Remuneration
BOARD REMUNERATION,Directors' Remuneration
MANAGING DIRECTOR PAY,Directors' Remuneration
DIRECTOR COMMISSION,Directors' Remuneration
EXECUTIVE DIRECTOR PAY,Directors' Remuneration
DIRECTOR MONTHLY,Directors' Remuneration
WHOLE TIME DIRECTOR,Directors' Remuneration
DIRECTOR ANNUAL PAY,Directors' Remuneration
DIRECTOR BONUS,Directors' Remuneration
MD REMUNERATION,Directors' Remuneration
CEO MONTHLY,Directors' Remuneration
DIRECTOR ALLOWANCE,Directors' Remuneration
DIRECTOR COMPENSATION,Directors' Remuneration
BOARD MEMBER PAY,Directors' Remuneration
MD FEES,Directors' Remuneration
DIRECTOR SITTING FEES,Directors' Remuneration
DIRECTOR PAYROLL,Directors' Remuneration
DIRECTOR EMOLUMENTS,Directors' Remuneration
ED SALARY,Directors' Remuneration
AUDIT FEES,Statutory Audit Fees
CA AUDIT FEES,Statutory Audit Fees
STATUTORY AUDIT,Statutory Audit Fees
AUDITOR PAYMENT,Statutory Audit Fees
CA FIRM FEES,Statutory Audit Fees
AUDIT CHARGES,Statutory Audit Fees
ANNUAL AUDIT,Statutory Audit Fees
EXTERNAL AUDIT,Statutory Audit Fees
AUDIT FIRM PAYMENT,Statutory Audit Fees
STATUTORY AUDITOR,Statutory Audit Fees
AUDIT ENGAGEMENT,Statutory Audit Fees
YEAR END AUDIT,Statutory Audit Fees
AUDITOR RETAINER,Statutory Audit Fees
AUDIT EXPENSE,Statutory Audit Fees
CA STATUTORY FEES,Statutory Audit Fees
PVTLTD AUDIT,Statutory Audit Fees
DELOITTE FEES,Statutory Audit Fees
PWC FEES,Statutory Audit Fees
EY FEES,Statutory Audit Fees
KPMG FEES,Statutory Audit Fees
ROC FILING,ROC Filing & Legal Compliance
MCA PAYMENT,ROC Filing & Legal Compliance
FORM AOC-4,ROC Filing & Legal Compliance
ANNUAL RETURN FILING,ROC Filing & Legal Compliance
MCA FEES,ROC Filing & Legal Compliance
COMPANY SECRETARY FEES,ROC Filing & Legal Compliance
CS FEES,ROC Filing & Legal Compliance
ANNUAL FILING,ROC Filing & Legal Compliance
FORM MGT-7,ROC Filing & Legal Compliance
ROC ANNUAL RETURN,ROC Filing & Legal Compliance
MCA PORTAL,ROC Filing & Legal Compliance
CS COMPLIANCE,ROC Filing & Legal Compliance
COMPANY LAW FEES,ROC Filing & Legal Compliance
MCA FORM FEES,ROC Filing & Legal Compliance
FORM DIR-3,ROC Filing & Legal Compliance
FORM SH-7,ROC Filing & Legal Compliance
PVTLTD COMPLIANCE,ROC Filing & Legal Compliance
COMPANY ANNUAL FILING,ROC Filing & Legal Compliance
ROC PENALTY,ROC Filing & Legal Compliance
SECRETARIAL FEES,ROC Filing & Legal Compliance
CSR DONATION,CSR Expenses
CORPORATE SOCIAL,CSR Expenses
CSR ACTIVITY,CSR Expenses
CSR FUND,CSR Expenses
SOCIAL RESPONSIBILITY,CSR Expenses
CSR NGO PAYMENT,CSR Expenses
CSR PROGRAM,CSR Expenses
CSR PROJECT,CSR Expenses
COMMUNITY FUND,CSR Expenses
CSR BENEFICIARY,CSR Expenses
CSR COMPLIANCE,CSR Expenses
CSR INITIATIVE,CSR Expenses
CSR TRUST,CSR Expenses
CSR EDUCATION,CSR Expenses
CSR HEALTHCARE,CSR Expenses
CSR ENVIRONMENT,CSR Expenses
2% CSR,CSR Expenses
CSR ANNUAL,CSR Expenses
CSR EXPENDITURE,CSR Expenses
CSR TRANSFER,CSR Expenses
INCORPORATION FEES,Preliminary/Incorporation Expenses
COMPANY FORMATION,Preliminary/Incorporation Expenses
REGISTRATION FEES,Preliminary/Incorporation Expenses
INCORPORATION COST,Preliminary/Incorporation Expenses
STARTUP REGISTRATION,Preliminary/Incorporation Expenses
MCA INCORPORATION,Preliminary/Incorporation Expenses
COMPANY SETUP COST,Preliminary/Incorporation Expenses
FORMATION EXPENSE,Preliminary/Incorporation Expenses
PROSPECTUS COST,Preliminary/Incorporation Expenses
MEMORANDUM COST,Preliminary/Incorporation Expenses
MOA AOA FILING,Preliminary/Incorporation Expenses
PROMOTER EXPENSE,Preliminary/Incorporation Expenses
PRE-OPERATIVE COST,Preliminary/Incorporation Expenses
STARTUP LEGAL FEES,Preliminary/Incorporation Expenses
INCORPORATION STAMP,Preliminary/Incorporation Expenses
COMPANY LEGAL SETUP,Preliminary/Incorporation Expenses
ROC INCORPORATION,Preliminary/Incorporation Expenses
MCA INCORPORATION FEE,Preliminary/Incorporation Expenses
NAME RESERVATION,Preliminary/Incorporation Expenses
DIN FEES,Preliminary/Incorporation Expenses
DESIGNATED PARTNER A,Designated Partner A - Contribution
DP A CONTRIBUTION,Designated Partner A - Contribution
LLP PARTNER A CAPITAL,Designated Partner A - Contribution
LLP CAPITAL PARTNER A,Designated Partner A - Contribution
DP CONTRIBUTION A,Designated Partner A - Contribution
LLP FOUNDING PARTNER A,Designated Partner A - Contribution
PARTNER A LLP FUND,Designated Partner A - Contribution
DPIN PARTNER A,Designated Partner A - Contribution
LLP EQUITY A,Designated Partner A - Contribution
LLP INVESTOR A,Designated Partner A - Contribution
LLP PROMOTER A,Designated Partner A - Contribution
LLP CAPITAL INFUSION A,Designated Partner A - Contribution
LLP PARTNER A DEPOSIT,Designated Partner A - Contribution
DP A INVEST,Designated Partner A - Contribution
LLP DESIGNATED A,Designated Partner A - Contribution
LLP FOUNDER A,Designated Partner A - Contribution
LLP CONTRIBUTION A,Designated Partner A - Contribution
LLP PARTNER A ACCOUNT,Designated Partner A - Contribution
DESIGNATED PARTNER B,Designated Partner B - Contribution
DP B CONTRIBUTION,Designated Partner B - Contribution
LLP PARTNER B CAPITAL,Designated Partner B - Contribution
LLP CAPITAL PARTNER B,Designated Partner B - Contribution
DP CONTRIBUTION B,Designated Partner B - Contribution
LLP FOUNDING PARTNER B,Designated Partner B - Contribution
PARTNER B LLP FUND,Designated Partner B - Contribution
DPIN PARTNER B,Designated Partner B - Contribution
LLP EQUITY B,Designated Partner B - Contribution
LLP INVESTOR B,Designated Partner B - Contribution
LLP PROMOTER B,Designated Partner B - Contribution
LLP CAPITAL INFUSION B,Designated Partner B - Contribution
LLP PARTNER B DEPOSIT,Designated Partner B - Contribution
DP B INVEST,Designated Partner B - Contribution
LLP DESIGNATED B,Designated Partner B - Contribution
LLP FOUNDER B,Designated Partner B - Contribution
LLP CONTRIBUTION B,Designated Partner B - Contribution
LLP PARTNER B ACCOUNT,Designated Partner B - Contribution
LLP PARTNER PAY,Remuneration to Designated Partners
DESIGNATED PARTNER SALARY,Remuneration to Designated Partners
LLP DP REMUNERATION,Remuneration to Designated Partners
LLP SALARY DP,Remuneration to Designated Partners
PARTNER REMUNERATION LLP,Remuneration to Designated Partners
DP SALARY LLP,Remuneration to Designated Partners
LLP WORKING PARTNER PAY,Remuneration to Designated Partners
LLP ACTIVE PARTNER,Remuneration to Designated Partners
DP MONTHLY PAY,Remuneration to Designated Partners
LLP DESIGNATED SALARY,Remuneration to Designated Partners
LLP DP MONTHLY,Remuneration to Designated Partners
LLP PARTNER MONTHLY,Remuneration to Designated Partners
DESIGNATED PARTNER BONUS,Remuneration to Designated Partners
LLP REMUNERATION DEBIT,Remuneration to Designated Partners
LLP PARTNER BONUS,Remuneration to Designated Partners
DP ANNUAL PAY,Remuneration to Designated Partners
LLP DP EMOLUMENT,Remuneration to Designated Partners
LLP PARTNER WAGE,Remuneration to Designated Partners
LLP PARTNER INTEREST,Interest on Partners' Contribution
INTEREST LLP CAPITAL,Interest on Partners' Contribution
DP CAPITAL INTEREST,Interest on Partners' Contribution
LLP CAPITAL RETURN,Interest on Partners' Contribution
PARTNER CONTRIBUTION INTEREST,Interest on Partners' Contribution
LLP INTEREST DEBIT,Interest on Partners' Contribution
LLP FINANCE COST,Interest on Partners' Contribution
LLP INTEREST CREDIT,Interest on Partners' Contribution
LLP CAPITAL YIELD,Interest on Partners' Contribution
PARTNER INTEREST LLP,Interest on Partners' Contribution
DESIGNATED PARTNER INTEREST,Interest on Partners' Contribution
LLP FUND INTEREST,Interest on Partners' Contribution
LLP PARTNER RETURN,Interest on Partners' Contribution
CONTRIBUTION INTEREST LLP,Interest on Partners' Contribution
LLP INTEREST PAID,Interest on Partners' Contribution
PARTNER INTEREST RATE LLP,Interest on Partners' Contribution
LLP CAPITAL REMUNERATION,Interest on Partners' Contribution
DP INTEREST CREDIT,Interest on Partners' Contribution
FORM 8 FILING,ROC Filing Fees (Form 8/11)
FORM 11 LLP,ROC Filing Fees (Form 8/11)
LLP ROC FEES,ROC Filing Fees (Form 8/11)
LLP ANNUAL RETURN,ROC Filing Fees (Form 8/11)
LLP FILING FEES,ROC Filing Fees (Form 8/11)
FORM 8 LLP,ROC Filing Fees (Form 8/11)
LLP MCA FEES,ROC Filing Fees (Form 8/11)
LLP ROC PAYMENT,ROC Filing Fees (Form 8/11)
LLP COMPLIANCE FEE,ROC Filing Fees (Form 8/11)
MCA LLP FILING,ROC Filing Fees (Form 8/11)
LLP STATEMENT ACCOUNT,ROC Filing Fees (Form 8/11)
LLP ANNUAL FILING,ROC Filing Fees (Form 8/11)
ROC LLP FEES,ROC Filing Fees (Form 8/11)
LLP FORM FEES,ROC Filing Fees (Form 8/11)
LLP FILING MCA,ROC Filing Fees (Form 8/11)
LLP FORM 8 FEES,ROC Filing Fees (Form 8/11)
LLP FORM 11 FEES,ROC Filing Fees (Form 8/11)
LLP RETURN FILING,ROC Filing Fees (Form 8/11)
LLP MCA PORTAL,ROC Filing Fees (Form 8/11)
LLP AUDIT FEES,Statutory Audit & Tax Fees
TAX AUDIT FEES,Statutory Audit & Tax Fees
AUDIT TAX,Statutory Audit & Tax Fees
INCOME TAX AUDIT,Statutory Audit & Tax Fees
CA TAX FEES,Statutory Audit & Tax Fees
LLP CA FEES,Statutory Audit & Tax Fees
LLP AUDITOR FEES,Statutory Audit & Tax Fees
TAX AUDIT CA,Statutory Audit & Tax Fees
FORM 3CD FEES,Statutory Audit & Tax Fees
AUDIT ENGAGEMENT LLP,Statutory Audit & Tax Fees
TAX CONSULTANT FEES,Statutory Audit & Tax Fees
LLP STATUTORY AUDIT,Statutory Audit & Tax Fees
LLP ANNUAL AUDIT,Statutory Audit & Tax Fees
AUDIT LLP DEBIT,Statutory Audit & Tax Fees
ITR FILING FEES,Statutory Audit & Tax Fees
TAX RETURN FILING,Statutory Audit & Tax Fees
TAX PREPARER FEES,Statutory Audit & Tax Fees
AUDIT FIRM LLP,Statutory Audit & Tax Fees
LLP AUDIT EXPENSE,Statutory Audit & Tax Fees
STATUTORY AUDIT LLP,Statutory Audit & Tax Fees
PARTNER LOAN LLP,Loans from Partners/Members
MEMBER LOAN LLP,Loans from Partners/Members
LLP PARTNER ADVANCE,Loans from Partners/Members
LLP MEMBER FUND,Loans from Partners/Members
LOAN TO LLP,Loans from Partners/Members
LLP PARTNER DEBT,Loans from Partners/Members
PARTNER FUNDING LLP,Loans from Partners/Members
MEMBER ADVANCE LLP,Loans from Partners/Members
LLP INTERNAL LOAN,Loans from Partners/Members
DESIGNATED PARTNER LOAN,Loans from Partners/Members
LLP BORROWING PARTNER,Loans from Partners/Members
UNSECURED LLP LOAN,Loans from Partners/Members
LLP PARTNER CREDIT,Loans from Partners/Members
LLP FUND FROM PARTNER,Loans from Partners/Members
LLP MEMBER LOAN,Loans from Partners/Members
LLP PARTNER DEPOSIT,Loans from Partners/Members
MEMBER CREDIT LLP,Loans from Partners/Members
LLP LOAN DEBIT,Loans from Partners/Members
PARTNER LENDING LLP,Loans from Partners/Members
LLP RELATED PARTY LOAN,Loans from Partners/Members
RETAINED EARNINGS,Unallocated Profit/Loss
UNDISTRIBUTED PROFIT,Unallocated Profit/Loss
PROFIT TRANSFER,Unallocated Profit/Loss
SURPLUS CARRIED,Unallocated Profit/Loss
UNALLOCATED SURPLUS,Unallocated Profit/Loss
P&L TRANSFER,Unallocated Profit/Loss
PROFIT UNALLOCATED,Unallocated Profit/Loss
LOSS CARRIED FORWARD,Unallocated Profit/Loss
YEAR END PROFIT,Unallocated Profit/Loss
ANNUAL SURPLUS,Unallocated Profit/Loss
PROFIT CARRYOVER,Unallocated Profit/Loss
UNDISTRIBUTED SURPLUS,Unallocated Profit/Loss
ACCUMULATED PROFIT,Unallocated Profit/Loss
NET PROFIT TRANSFER,Unallocated Profit/Loss
LLP PROFIT,Unallocated Profit/Loss
UNAPPROPRIATED PROFIT,Unallocated Profit/Loss
PROFIT ALLOCATION,Unallocated Profit/Loss
SURPLUS PROFIT,Unallocated Profit/Loss
UNASSIGNED EARNINGS,Unallocated Profit/Loss
RETAINED SURPLUS,Unallocated Profit/Loss
AUTHORIZED CAPITAL,Authorized Share Capital
SHARE CAPITAL AUTH,Authorized Share Capital
MOA CAPITAL,Authorized Share Capital
NOMINAL CAPITAL,Authorized Share Capital
REGISTERED CAPITAL,Authorized Share Capital
MAX SHARE CAPITAL,Authorized Share Capital
AUTHORISED EQUITY,Authorized Share Capital
AUTH CAPITAL MOA,Authorized Share Capital
STATUTORY CAPITAL,Authorized Share Capital
AUTHORIZED EQUITY CAP,Authorized Share Capital
MOA AUTHORIZED,Authorized Share Capital
MAXIMUM CAPITAL,Authorized Share Capital
CAPITAL CEILING,Authorized Share Capital
AUTHORIZED PVTLTD CAPITAL,Authorized Share Capital
COMPANY MAX CAPITAL,Authorized Share Capital
NOMINAL VALUE,Authorized Share Capital
AUTH SHARE CAP,Authorized Share Capital
AUTHORIZED PVTLTD,Authorized Share Capital
COMPANY AUTHORISED CAPITAL,Authorized Share Capital
CAPITAL LIMIT,Authorized Share Capital
ISSUED CAPITAL,Issued and Paid-up Equity Capital
EQUITY SHARES PAID,Issued and Paid-up Equity Capital
SHARE ALLOTMENT PAID,Issued and Paid-up Equity Capital
LISTED EQUITY,Issued and Paid-up Equity Capital
PUBLIC EQUITY,Issued and Paid-up Equity Capital
ISSUED EQUITY SHARE,Issued and Paid-up Equity Capital
SUBSCRIBED CAPITAL,Issued and Paid-up Equity Capital
ALLOTTED SHARES,Issued and Paid-up Equity Capital
IPO ALLOTMENT,Issued and Paid-up Equity Capital
FPO ALLOTMENT,Issued and Paid-up Equity Capital
PAID UP EQUITY,Issued and Paid-up Equity Capital
PUBLIC SHARE CAPITAL,Issued and Paid-up Equity Capital
LISTED SHARE CAPITAL,Issued and Paid-up Equity Capital
SUBSCRIBED EQUITY,Issued and Paid-up Equity Capital
SHARE CALLS PAID,Issued and Paid-up Equity Capital
PARTLY PAID SHARES,Issued and Paid-up Equity Capital
FULLY PAID SHARES,Issued and Paid-up Equity Capital
SHARE CAPITAL ISSUED,Issued and Paid-up Equity Capital
PAID UP STOCK,Issued and Paid-up Equity Capital
PREFERENCE SHARES,Preference Share Capital
PREF SHARE CAPITAL,Preference Share Capital
CUMULATIVE PREFERENCE,Preference Share Capital
PREF DIVIDEND,Preference Share Capital
PREFERRED STOCK,Preference Share Capital
PREFERENTIAL CAPITAL,Preference Share Capital
REDEEMABLE PREF SHARE,Preference Share Capital
PREF SHARE ISSUE,Preference Share Capital
NON CUMULATIVE PREF,Preference Share Capital
PARTICIPATING PREF,Preference Share Capital
CONVERTIBLE PREF SHARE,Preference Share Capital
PREF EQUITY,Preference Share Capital
PREFERENCE DIVIDEND,Preference Share Capital
PREF SHARE ALLOTMENT,Preference Share Capital
PREF STOCK,Preference Share Capital
SENIOR EQUITY,Preference Share Capital
HYBRID CAPITAL,Preference Share Capital
PREF SHARE CREDIT,Preference Share Capital
PREFERENCE CAPITAL,Preference Share Capital
MANDATORY CONVERTIBLE,Preference Share Capital
CAPITAL REDEMPTION,Capital Redemption Reserve
CRR RESERVE,Capital Redemption Reserve
BUYBACK RESERVE,Capital Redemption Reserve
SHARE BUYBACK RESERVE,Capital Redemption Reserve
REDEMPTION RESERVE,Capital Redemption Reserve
STATUTORY CRR,Capital Redemption Reserve
CAPITAL RESERVE,Capital Redemption Reserve
CRR TRANSFER,Capital Redemption Reserve
CRR FUND,Capital Redemption Reserve
BUYBACK COMPLIANCE,Capital Redemption Reserve
CAPITAL REPURCHASE RESERVE,Capital Redemption Reserve
CRR ACCOUNT,Capital Redemption Reserve
SHARE REPURCHASE RESERVE,Capital Redemption Reserve
STATUTORY REDEMPTION,Capital Redemption Reserve
CAPITAL RECAPTURE,Capital Redemption Reserve
CRR BALANCE,Capital Redemption Reserve
BUYBACK FUND,Capital Redemption Reserve
MANDATORY RESERVE CRR,Capital Redemption Reserve
SHARE CANCEL RESERVE,Capital Redemption Reserve
EQUITY CRR,Capital Redemption Reserve
DEBENTURE ISSUE,Debentures & Bonds
BOND ISSUE,Debentures & Bonds
NCD ISSUE,Debentures & Bonds
CORPORATE BOND,Debentures & Bonds
DEBENTURE REDEMPTION,Debentures & Bonds
BOND PAYMENT,Debentures & Bonds
BOND INTEREST PAID,Debentures & Bonds
NCD PAYMENT,Debentures & Bonds
LISTED BOND,Debentures & Bonds
DEBENTURE HOLDER,Debentures & Bonds
BOND MATURITY,Debentures & Bonds
DEBENTURE TRUSTEE,Debentures & Bonds
ZERO COUPON BOND,Debentures & Bonds
CONVERTIBLE DEBENTURE,Debentures & Bonds
SECURED NCD,Debentures & Bonds
UNSECURED NCD,Debentures & Bonds
BOND SUBSCRIPTION,Debentures & Bonds
DEBENTURE SUBSCRIPTION,Debentures & Bonds
PUBLIC NCD,Debentures & Bonds
DEBENTURE CREDIT,Debentures & Bonds
LONG TERM LOAN,Long-term Bank Loans (Secured)
TERM LOAN LONG,Long-term Bank Loans (Secured)
SECURED TERM LOAN,Long-term Bank Loans (Secured)
PROJECT FINANCE LOAN,Long-term Bank Loans (Secured)
CAPITAL LOAN LONG,Long-term Bank Loans (Secured)
LONG TENURE LOAN,Long-term Bank Loans (Secured)
INFRASTRUCTURE FINANCE,Long-term Bank Loans (Secured)
POWER PROJECT LOAN,Long-term Bank Loans (Secured)
ROAD FINANCE LOAN,Long-term Bank Loans (Secured)
INDUSTRIAL LOAN,Long-term Bank Loans (Secured)
PLANT MACHINERY LOAN,Long-term Bank Loans (Secured)
LONG TERM HDFC,Long-term Bank Loans (Secured)
LONG TERM SBI,Long-term Bank Loans (Secured)
LONG TERM ICICI,Long-term Bank Loans (Secured)
CAPEX FINANCE,Long-term Bank Loans (Secured)
LONG TERM SECURED,Long-term Bank Loans (Secured)
TERM LOAN 5 YEAR,Long-term Bank Loans (Secured)
TERM LOAN 10 YEAR,Long-term Bank Loans (Secured)
LONG TERM CREDIT,Long-term Bank Loans (Secured)
NSE LISTING FEES,Stock Exchange Listing Fees
BSE LISTING FEES,Stock Exchange Listing Fees
SEBI FEES,Stock Exchange Listing Fees
STOCK EXCHANGE FEE,Stock Exchange Listing Fees
LISTING CHARGES,Stock Exchange Listing Fees
ANNUAL LISTING FEE,Stock Exchange Listing Fees
EXCHANGE COMPLIANCE FEE,Stock Exchange Listing Fees
NSE ANNUAL,Stock Exchange Listing Fees
BSE ANNUAL FEES,Stock Exchange Listing Fees
MARKET FEE,Stock Exchange Listing Fees
EXCHANGE MEMBERSHIP,Stock Exchange Listing Fees
LISTING ANNUAL CHARGE,Stock Exchange Listing Fees
SEBI REGISTRATION,Stock Exchange Listing Fees
EXCHANGE SUBSCRIPTION,Stock Exchange Listing Fees
LISTING MAINTENANCE,Stock Exchange Listing Fees
EXCHANGE DUES,Stock Exchange Listing Fees
LISTING AGREEMENT FEE,Stock Exchange Listing Fees
STOCK EXCHANGE DUES,Stock Exchange Listing Fees
MARKET LISTING CHARGE,Stock Exchange Listing Fees
SEBI ANNUAL,Stock Exchange Listing Fees
RTA FEES,Registrar & Transfer Agent (RTA) Fees
KFINTECH PAYMENT,Registrar & Transfer Agent (RTA) Fees
CAMS PAYMENT,Registrar & Transfer Agent (RTA) Fees
LINK INTIME FEES,Registrar & Transfer Agent (RTA) Fees
REGISTRAR FEES,Registrar & Transfer Agent (RTA) Fees
TRANSFER AGENT,Registrar & Transfer Agent (RTA) Fees
MCS REGISTRAR,Registrar & Transfer Agent (RTA) Fees
BEETAL REGISTRAR,Registrar & Transfer Agent (RTA) Fees
SHARE REGISTRAR,Registrar & Transfer Agent (RTA) Fees
INVESTOR SERVICES,Registrar & Transfer Agent (RTA) Fees
SHARE TRANSFER FEES,Registrar & Transfer Agent (RTA) Fees
RTA ANNUAL,Registrar & Transfer Agent (RTA) Fees
REGISTRAR ANNUAL,Registrar & Transfer Agent (RTA) Fees
TRANSFER AGENT FEES,Registrar & Transfer Agent (RTA) Fees
SHARE REGISTRY,Registrar & Transfer Agent (RTA) Fees
INVESTOR REGISTRAR,Registrar & Transfer Agent (RTA) Fees
RTA QUARTERLY,Registrar & Transfer Agent (RTA) Fees
SHARE MAINTENANCE,Registrar & Transfer Agent (RTA) Fees
CAMS RTA,Registrar & Transfer Agent (RTA) Fees
KFIN RTA,Registrar & Transfer Agent (RTA) Fees
ANNUAL REPORT COST,Investor Relations & Annual Reports
INVESTOR MEET,Investor Relations & Annual Reports
SHAREHOLDER COMMUNICATION,Investor Relations & Annual Reports
AGM EXPENSES,Investor Relations & Annual Reports
INVESTOR RELATIONS,Investor Relations & Annual Reports
SHAREHOLDER MEET,Investor Relations & Annual Reports
EGM COST,Investor Relations & Annual Reports
ANNUAL REPORT PRINT,Investor Relations & Annual Reports
INVESTOR CONFERENCE,Investor Relations & Annual Reports
ANALYST MEET,Investor Relations & Annual Reports
ROAD SHOW COST,Investor Relations & Annual Reports
PROXY COMMUNICATION,Investor Relations & Annual Reports
DIVIDEND ANNOUNCEMENT,Investor Relations & Annual Reports
INVESTOR BROCHURE,Investor Relations & Annual Reports
SHAREHOLDERS LETTER,Investor Relations & Annual Reports
ANNUAL GENERAL MEET,Investor Relations & Annual Reports
INVESTOR EVENT,Investor Relations & Annual Reports
SHAREHOLDER GIFT,Investor Relations & Annual Reports
COMPANY NEWSLETTER,Investor Relations & Annual Reports
INVESTOR PORTAL,Investor Relations & Annual Reports
DIVIDEND PAYMENT,Dividends Payable
DIVIDEND DECLARED,Dividends Payable
EQUITY DIVIDEND,Dividends Payable
SHAREHOLDER DIVIDEND,Dividends Payable
INTERIM DIVIDEND,Dividends Payable
FINAL DIVIDEND,Dividends Payable
DIVIDEND TRANSFER,Dividends Payable
DIVIDEND PAYOUT,Dividends Payable
DIVIDEND NEFT,Dividends Payable
DIVIDEND ECS,Dividends Payable
NACH DIVIDEND,Dividends Payable
DIVIDEND DISTRIBUTION,Dividends Payable
SHAREHOLDER PAYOUT,Dividends Payable
DIVIDEND CREDIT SHAREHOLDER,Dividends Payable
DIVIDEND CHEQUE,Dividends Payable
DECLARED DIVIDEND,Dividends Payable
DIVIDEND OUTFLOW,Dividends Payable
DIVIDEND REMITTANCE,Dividends Payable
QUARTERLY DIVIDEND,Dividends Payable
ANNUAL DIVIDEND,Dividends Payable
UNCLAIMED DIVIDEND,Unclaimed Dividends
IEPF TRANSFER,Unclaimed Dividends
UNPAID DIVIDEND,Unclaimed Dividends
DIVIDEND UNPAID,Unclaimed Dividends
IEPF REMITTANCE,Unclaimed Dividends
UNCLAIMED SHAREHOLDER,Unclaimed Dividends
IEPF DEPOSIT,Unclaimed Dividends
DIVIDEND LAPSE,Unclaimed Dividends
UNPAID SHAREHOLDER,Unclaimed Dividends
UNCLAIMED AMOUNT,Unclaimed Dividends
OLD DIVIDEND,Unclaimed Dividends
STALE DIVIDEND,Unclaimed Dividends
IEPF FUND,Unclaimed Dividends
UNCLAIMED EQUITY,Unclaimed Dividends
IEPF AUTHORITY,Unclaimed Dividends
SHAREHOLDER UNCLAIMED,Unclaimed Dividends
IEPF COMPLIANCE,Unclaimed Dividends
DIVIDEND ESCHEAT,Unclaimed Dividends
UNCLAIMED CORP FUND,Unclaimed Dividends
IEPF ANNUAL,Unclaimed Dividends
CLIENT PROJECT,Project-Based Fees
MILESTONE PAYMENT,Project-Based Fees
UPWORK WITHDRAWAL,Project-Based Fees
FIVERR PAYMENT,Project-Based Fees
TOPTAL PAYMENT,Project-Based Fees
FIXED PRICE PROJECT,Project-Based Fees
DELIVERABLE CREDIT,Project-Based Fees
PROJECT INCOME NEFT,Project-Based Fees
FREELANCE PROJECT,Project-Based Fees
SCOPE PAYMENT,Project-Based Fees
CONTRACT PROJECT,Project-Based Fees
PROJECT FEE INWARD,Project-Based Fees
ONE TIME PROJECT,Project-Based Fees
LUMP SUM PROJECT,Project-Based Fees
PROJECT ADVANCE,Project-Based Fees
PROJECT FINAL PAYMENT,Project-Based Fees
FREELANCE MILESTONE,Project-Based Fees
ENGAGEMENT PAYMENT,Project-Based Fees
PROJECT RETAINER,Project-Based Fees
PROJECT NEFT,Project-Based Fees
PROJECT CREDIT INWARD,Project-Based Fees
MONTHLY RETAINER INWARD,Retainer Income
CLIENT RETAINER CREDIT,Retainer Income
ONGOING FEES CREDIT,Retainer Income
RECURRING PAYMENT CREDIT,Retainer Income
FIXED RETAINER,Retainer Income
WEEKLY RETAINER,Retainer Income
QUARTERLY RETAINER CREDIT,Retainer Income
RETAINER INCOME NEFT,Retainer Income
LONG TERM RETAINER,Retainer Income
STABLE RETAINER,Retainer Income
AGENCY RETAINER,Retainer Income
REGULAR RETAINER,Retainer Income
CLIENT MONTHLY RETAINER,Retainer Income
RETAINER BILLING,Retainer Income
CONTRACTED RETAINER,Retainer Income
RETAINER FROM CLIENT,Retainer Income
RETAINER PAYONEER,Retainer Income
UPWORK PAYMENT,Marketplace Earnings (Upwork/Fiverr)
FIVERR EARNING,Marketplace Earnings (Upwork/Fiverr)
PAYONEER CREDIT,Marketplace Earnings (Upwork/Fiverr)
TOPTAL EARNINGS,Marketplace Earnings (Upwork/Fiverr)
FREELANCER.COM,Marketplace Earnings (Upwork/Fiverr)
